City,Place,Ratings,Distance,Place_desc,Predicted_Types,latitude,longitude,Categories,votes,Place_Name
Pune,42. hadsar trek,3.5, 84 km  from city center , Hadsar is a hill fort in the state of Maharashtra. It is situated at an elevation of 3200 feet from the ground in the district of Pune. Within the fort there are massive tunnel like entrances built in the Mughal style. ,trek fort mass,19.2708401,73.8028693,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",656.0, hadsar trek 
Pune,43. shop it cheap at hong-kong lane,, 2 km  from city center ," Hong Kong Lane is a famous hub for street shopping in Pune. The area where Hong-Kong Lane is located is close to several colleges and hostels in the city. It, therefore, is thronged by youngsters who want to buy stuff on a small budget. ",hostel shopping heap shop,18.5160183,73.8427517,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",1853.0,  shop it cheap at hong-kong lane 
Pune,44. korigad trek,3.5, 51 km  from city center ," Located approximately 20km to the south of Lonavla near the city of Pune, Korigad is one of the hill forts famous among trekkers in Pune. It is estimated that the fort was built in the early 1500s. In fact, the city's first planned township- Aamby Valley is located on the eastern and southern foothills of Korigad.  The fort is so named as it is dedicated to Goddess Koraidevi, whose temple is situated at the peak of the fort. ",trek forts fort temple,18.6212339,73.385737,"Historical and Architectural Marvels, Cultural, Beach Holidays",3617.0,  korigad trek 
Pune,45. bhigwan,, 98 km  from city center ," Also known as âBharatpur of Maharashtraâ, Bhigwan is located near Pune. It is a perfect weekend getaway for bird and animal lovers. This place will let you relax and enjoy some peaceful time away from the hustle bustle of the city. Bhigwan has three wildlife sanctuaries and you will be able to spot a myriad variety of flora and fauna. The beauty of this place is simply mesmerizing. ",rat pot bird wildlife,18.2993872,74.7548394,"Scenic, Adventure, Offbeat and Eco-Tourism",,  bhigwan 
Pune,46. city shopping,3.1, 11 km  from city center ," Pune is brimming with shopping options that cover all you interests from fashion, books to electronics and are spread over all ranges of budgets. Popular markets such as the MG Road, Tulsi Baug, Laxmi road, Clover Centre etc to the fanciest of malls are available for your shopping spree. ",shopping book shop,18.5567867,73.8439341,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",,  city shopping 
Pune,47. dehu,3.7, 24 km  from city center ," Dehu Gatha temple is one of the largest temples and is located near Pune. At the entrance of the temple lies the statue of Sant Tukaram Maharaj. What attracts people the most are the carvings of all Gathas ie legends/storis of Sant Tukaram on the walls of the temple which are very easy to read. It is said that one must read at least 3 Gathas on visiting the temple. The temple is located on Indrayani River's bank. Also, there is a place on the river where these Gathas floats which should not be missed out. ",wall legend temples temple river carving,18.7211546,73.7677001,"Religious Sites, Historical and Architectural Marvels, Cultural",, dehu 
Pune,48. hangout at the amanora mall,, 8 km  from city center ," Amanora Shopping Mall in Pune is the locals' favourite hangout spot for the afternoons, and also a great place to spend an urbane weekend with family. From clothes to accessories to electronics to motorbikes, you will find an extensive variety of both Indian and international brands ",urban pot cloth lot bike shopping motorbike shop rite,18.5186968,73.9336756,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",78471.0, amanora mall 
Pune,49. chavand trek,3.5, 26 km  from city center ," Chavand (or Prasannagad) is a hill fort in the state of Maharashtra. Located at an elevation of about 3500 feet from the ground in the district of Pune, this fortress is a part of the 'famous five'. The other forts which are included under this category are Hadsar, Shivneri, Jivdhan and Naneghat. ",trek fortress forts fort,19.2379194,73.74659,"Historical and Architectural Marvels, Cultural, Beach Holidays",, chavand trek 
Pune,50. rohida trek,3.5, 47 km  from city center ," Rohida, or Vichitragad as it is also known, is a Fort nearest to Pune, a destination which is a must on every trekker's to-do list. The windy, beautiful and spectacular fort is located in the Western Ghats near Bhor Village around 61km away from the city of Pune. The fort was built during the Yadava rule and was one of the 23 forts handed over by Marathas to the Mughals in the Treaty of Purandar. The base village of the trek is Bajarwadi, around 7km away from Bhor. Stay and food arrangements can be found at Bajarwadi and Khanapur villages. You can also stay at the top of the fort at Rohidmalla. ",trek food forts rat fort villa wad,18.0979103,73.8252384,"Culinary Experiences, Food, Historical and Architectural Marvels",,  rohida trek 
Pune,51. iskcon nvcc temple,, 8 km  from city center , ISKCON NVCC (New Vedic Cultural Center) is located in the less congested area of Kondhwa near Pune. It is a temple devoted to Lord Krishna and Goddess Radha. The temple has lavish green hills in the background and provides its visitors with a great ambience.  ,cultural temple,18.4479075,73.8806802,"Cultural Immersion, Cultural, Beach Holidays",30982.0,  iskcon nvcc temple 
Pune,52. peshwa udyan,, 2 km  from city center ," Maintained by Pune Municipal Corporation, Peshwa Udyan is a zoological park in the city which boasts of lush greenery, umpteen trees, variety of shrubs and herbs. Besides, it also facilitates boasting and has a mini toy-train for kids. ",rat,18.5023602,73.852232,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",3846.0, peshwa udyan 
Kochi,1. lulu mall,3.9, 7 km  from city center ," Lulu Mall is the largest mall in India regarding total retail space of 1.7 million square feet. Situated in Edapally, Kochi, the mall sprawls over an extensive area of 17 acres with 215 outlets of restaurants, multiplex, food courts, entertainment zones, bowling alley, money exchange centres, arcade games and 5D cinema. ",court entertainment food raw,10.0271483,76.3081856,"Entertainment, Culinary Experiences, Food",188885.0,  lulu mall 
Kochi,2. fort kochi,4.2, 4 km  from city center ," Fort Kochi is a seaside town in the south-western part of Main Kochi, which is known for its historical fortifications and ruins of old palatial buildings from the Portuguese or Dutch colonial era. ",historical fort ruins ruin historic,9.9606009,76.2447615,"Historical and Architectural Marvels, Historic Sites, Cultural",, fort kochi 
Kochi,3. kerala kathakali centre,3.2, 4 km  from city center , This centre at Fort Cochin has seen many a dance performances! The amount of effort put in by the dancers is commendable. ,mount fort,9.9640226,76.2428916,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1097.0, kerala kathakali centre 
Kochi,4. mattancherry palace,4.6, 3 km  from city center , The Mattancherry Palace is a Portuguese palace popularly known as the Dutch Palace. It is now a museum displaying paraphernalia belonging to the rajas of Kochi. The four separate wings of the Mattancherry Palace surround a central courtyard which has a temple as well.  ,court courtyard rat temple palace museum,9.9582773,76.2593508,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",15597.0, mattancherry palace 
Kochi,5. cherai beach,3.7, 22 km  from city center ," Located on the north end of the Vypeen Island, the Cherai Beach offers a beautiful sunset point. The beach is also popular for its golden sand, palm trees and wide expanse of blue water. ",beach island,10.1416991,76.1780566,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",12946.0, cherai beach 
Kochi,6. jewish synagogue,3.6, 30 km  from city center ," Amongst the 7 synagogues located in his area, this Jewish synagogue is the only one which is in operation today. It was built in 1568 and is also called the Cochin Jewish Synagogue or Mattencherry Synagogue. Cameras and handbags are not allowed inside. ",rat synagogue allow,10.0529605,76.2506104,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,  jewish synagogue 
Kochi,7. wonderla amusement park,, 14 km  from city center ," An amusement park filled with breathtaking charm, Wonderla has everything one can need to celebrate with vivacity. With over 50 exhilarating rides, the theme park has all the facilities to provide for an exciting experience for every visitor irrespective of their age and gender. It offers the thrill of both land-based and water-based rides. ",amusement rat,10.0278207,76.3920502,"Family-Friendly, Beach Holidays, Historic Sites",, wonderla amusement park 
Kochi,8. bolgatty palace,4.2, 2 km  from city center ," One of the oldest Dutch Palaces outside Holland, the Bolgatty Palace is situated on the Bolgatty Island. It was built in the year 1744 and was the official residence of the then Governor of Kochi. ",island residence palaces palace,9.9842025,76.2672114,"Historical and Architectural Marvels, Cultural, Beach Holidays",10574.0, bolgatty palace 
Kochi,9. hill palace,3.7, 9 km  from city center ," Located near Tripunithura, this is the largest archaeological museum in Kerala. It was built in the year 1865 and today houses an archaeological museum, heritage museum, a deer park, a pre-historic park and a children's park. ",archaeologic house archaeological palace historic museum,9.952749,76.3638016,"Historical and Architectural Marvels, Historic Sites, Cultural",18262.0,  hill palace 
Kochi,"10. marine drive, kochi",4.2, 1 km  from city center , The Marine drive in Kochi is one of the best places to spend time in the city and provides an amazing view of the sea. It is a picturesque promenade and is built facing the backwaters. It is a popular hangout place for the local people.  ,backwater picture,9.9803491,76.2748076,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,"  marine drive, kochi "
Kochi,11. folklore museum,3.2, 5 km  from city center ," This is a one of a kind Museum which portrays a variety of gallery art, sales, live dance forms which vary from ritualistic to martial arts, and souvenirs. ",folklore museum ritual,9.9330107,76.2989787,"Cultural Immersion, Cultural, Beach Holidays",10642.0, folklore museum 
Kochi,12. santa cruz basilica,4.3, 4 km  from city center ," Constructed in the year 1505, this Catholic Church located in Fort Kochi is famous for its Gothic style of architecture and Portuguese interiors. ",fort church,9.9649075,76.2428145,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",4829.0, santa cruz basilica 
Kochi,13. willingdon island,4.2, 2 km  from city center ," The Willingdon Island is one of the largest human-made islands in India which is named after Lord Willingdon, the British Viceroy of India. This beautiful island provides various links between Kochi port and other national and international ports ",island,9.9478916,76.2761797,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1240.0, willingdon island 
Kochi,14. kashi art cafe,, 4 km  from city center ," Kashi Art Cafe is one of the most beautiful cafe in Kochi catering to foodies and art lovers alike. Popular for its very delicious breakfast, the place also runs a side art gallery exhibiting works of a single artist for a single month. Very famous among the foreign tourists, the place boasts of perfect non-vegetarian food and perfect vibes. Visiting here is one of the topmost things to do in Kochi. ",food break,9.9668055,76.2431234,"Culinary Experiences, Food, Beach Holidays",9598.0,  kashi art cafe 
Kochi,15. ayurvedic massage in kochi,, 15 out of 50  places to visit in Kochi ," There are innumerable Ayurvedic centres that provide massages in Kochi, which do much more than merely relax you; they allow you to have a sense of wholeness and rejuvenation and give you some much-needed inner peace.  ",mass inn allow,10.0362428,76.250225,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,  ayurvedic massage  
Kochi,16. chinese fishing nets,3.7, 4 km  from city center ," Bearing witness to the entry of Chinese into Kerala long ago, legends tell that these nets were a gift of the famous Chinese King, Kublai Khan. Fishermen even today use these elaborate conventional fishing nets, making it the only other destination other than China to have and use these fishing nets. ",legend rat fishing fish,10.0634911,76.2220413,"Water Sports, Adventure, Offbeat and Eco-Tourism",, chinese fishing nets 
Kochi,17. rainbow hanging bridge,, 1 km  from city center ," One of the most popular attractions in Kochi, Kerala, the Rainbow Hanging Bridge in Ernakulam is connected to the Marine Drive. This arched bridge overlooks the expansive sea and is known for being an excellent place for taking a morning or evening walk since it has a pedestrian promenade. ",,9.9799094,76.2750369,Other,4585.0, rainbow hanging bridge 
Kochi,18. vasco da gama square,3.9, 4 km  from city center ," Many stalls serving various edibles such as coconuts, nuts, sea-food, ice-creams and local fares scatter the narrow esplanade along the Kochi beach which is the Vasco da Gama Square. One can even watch local fisherman fishing along the shoreline. ",food beach fishing fish,9.9677474,76.2413264,"Culinary Experiences, Food, Water Sports",10139.0, vasco da gama square 
Kochi,19. antique museum,, 3 km  from city center ," A branch of the Fine Art Emporium of Kochi, the Antique Museum Kochi is situated in Mattancherryâs Jew Town. It is maintained by the government and is ideal for people who are interested in antiques as the museum is home to over 1,000 valuable items that date back centuries. ",deal museum,9.955935,76.260224,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",229.0, antique museum 
Kochi,20. veeranpuzha lake and backwaters,4.2, 12 km  from city center ," Veeranpuzha is a beautiful lake in Kochi along with a series of brackish lagoons and lakes lying parallel to the Malabar coast, which form beautiful backwaters. ",backwater lakes lake,10.0699998,76.24,"Nature and Wildlife, Scenic, Beach Holidays",86.0,  veeranpuzha lake and backwaters 
Kochi,21. subhash park,, 0 km  from city center ," Popularly known as Subhash Park, the Subhash Chandra Bose Park is situated along Marine Drive in Kochi, Kerala. The park, which overlooks the serene backwaters of Vembanad Lake and Kochi Harbour on one side and a bunch of trees on the other, is an excellent place for people to come and relax. ",backwater lake,9.9715076,76.2794118,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",25972.0, subhash park 
Kochi,22. mangalavanam bird sanctuary,3.2, 2 km  from city center ," Located in Kochi city-centre, this bird sanctuary is home to a shallow lake surrounded by thick mangrove vegetation that draws a variety of migratory and resident birds every year. ",rat raw hall allow bird sanctuary lake,9.9887401,76.272524,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",9187.0, mangalavanam bird sanctuary 
Kochi,23. jew town,3.2, 3 km  from city center , Jew Town is one of the oldest parts of the region. It was here that the Jews first settled in India in around 700 BC. This part is famous for its architecturally solid synagogues that continue to stand till today. ,architectural synagogue,9.9561331,76.2594455,"Historical and Architectural Marvels, Architecture, Beach Holidays",,  jew town 
Kochi,24. m g road,3.2, 1 km  from city center ," MG Road is a perfect place for shopaholics. The shopping centre of the city throbs with stores containing an assortment of handicrafts made from coir, wood, shells, brass, ivory and sandalwood, edibles and spices, clothes and jewelries. ",cloth lot handicraft shopping shop raft,9.964817,76.2870645,"Shopping, Beach Holidays, Offbeat and Eco-Tourism",,  m g road 
Kochi,25. indian naval museum,, 5 km  from city center ," Located on the INS Dronacharya premises in the Ernakulam district of Kochi, Kerala, the Indian Naval Maritime Museum is an ode to the Indian Navyâs maritime past. The museum sheds light on the countryâs maritime heritage, depicts international trade links, pays tribute to major maritime figures and also focuses on the settlement of the Europeans in India. ",museum,9.95855,76.2390853,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",4253.0,  indian naval museum 
Kochi,26. sunset cruise,3.2, 53 km  from city center ," The Sunset Cruise on the Arabian waters is an amazing 2 hour journey beginning from Marine Drive in Kochi during the time of sunset. The cruise covers Fort Kochi, Chinese fishing nets, Mattancherry, Bolgatty Island, Willingdon Island and the Cochin shipyard. ",fort inn island fishing fish,9.9268892,76.2824537,"Water Sports, Adventure, Offbeat and Eco-Tourism",,  sunset cruise 
Kochi,27. st francis church,3.7, 5 km  from city center ," St. Francis Church in Kochi, which finely exhibits Portuguese architecture, is believed to be one of a kind amongst all the European churches which were constructed in India. It was constructed in the 15th century by the Portuguese traders. Vasco-da-Gama, the famous explorer, was buried in this church when he died in 1524, on his third visit to India. His remains were moved to Lisbon after fourteen years but his gravestone is still present in the church.

 ",grave churches church explore,9.9660596,76.2408739,"Religious Sites, Historical and Architectural Marvels, Cultural",2437.0, st francis church 
Kochi,28. princess street,3.2, 4 km  from city center ," Princess Street is famous for its quaint old world charm and bizarreness of European homes built in the Dutch, British, French, and Portuguese style. Most of these homes allow visitors to see the interiors as well. ",allow,9.9669129,76.2427797,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",101.0,  princess street 
Kochi,29. kalady,3.7, 28 km  from city center ," Kalady is a census town located east of the Periyar river, in the Ernakulam district of Kerala, India. It is the birthplace of Sri Adi Shankara, and a popular destination for pilgrims. There are two major shrines located in Kalady, dedicated to the memory of Adi Sankaracharya. ",river,10.168729,76.4328767,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,  kalady 
Kochi,30. greenix village,3.2, 3 km  from city center ," Situated 8 km off Ernakulam is the Greenix village where various art forms of Kerala are practiced and developed. Every evening witnesses a mixed performance of Kathakali- the dance drama form of Kerala, Kalaripayattu- an aesthetic martial art form, audio-visual history at the in-house museum and Indian classical music in this cultural centre. ",cultural house villa music aesthetic museum esthetic,9.9686193,76.24997,"Cultural Immersion, Cultural, Beach Holidays",467.0,  greenix village 
Kochi,31. parikshith thampuran museum,3.2, 0 km  from city center ," Architecturally a Kerala style mansion, the Parikshith Thampuran Museum is located inside the Durbar Hall. The museum features old coins, sculptures, oil paintings, Mughal paintings and Royal artifacts belonging to the 19th century. ",architectural painting sculpture hall paint mansion museum shit sculpt,9.9678068,76.2825405,"Historical and Architectural Marvels, Architecture, Adventure and Trekking",8.0,  parikshith thampuran museum 
Kochi,32. pierce leslie bungalow,3.2, 4 km  from city center , Pierce Leslie Bungalow is a colonial mansion established as offices of Pierce Leslie and Co. Established in the year 1862; the coffee merchants drew inspiration from Portuguese and Dutch architecture. ,rat mansion bungalow,9.9630037,76.2527915,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,  pierce leslie bungalow 
Kochi,33. pallipuram fort,3.7, 25 km  from city center ," Pallipuram, located in Vypeen Island near Kochi, allows the visitor to behold and feel the earliest of all the European memories of India. The Pallipuram Fort, built in 1503 by the Portuguese, is considered as the oldest surviving European monument in India. Standing amidst the huge trees that romance the skies, untouched by the hubbubs of the town and enduring the snags of time, the fort is also known by the name Ayikotta or Alikotta. ",fort ski island hold allow monument,10.1700917,76.1810364,"Adventure and Trekking, Adventure, Historic Sites",717.0,  pallipuram fort 
Kochi,34. thirikkakara vamanamoorthy temple,3.2, 9 km  from city center ," Containing lithic records of historical significance, Thirikkakara Vamanamoorthy Temple hosts the spectacular secular Onam feast every year in the Malayalee month of Chingam which falls typically between August and September. ",sign historical falls temple historic,10.0354513,76.3294884,"Historical and Architectural Marvels, Historic Sites, Cultural",4465.0,  thirikkakara vamanamoorthy temple 
Kochi,35. santhanagopala-krishnaswamy temple,3.2, 65 km  from city center , Santhanagopala-Krishnaswamy Temple is an ancient temple with the inscriptions found here that dates the founding of the temple to 947 AD. Thus this beautiful temple is regarded as one of the oldest temples found in all India. ,temples temple,9.9657393,76.339254,"Religious Sites, Historical and Architectural Marvels, Cultural",125.0,  santhanagopala-krishnaswamy temple 
Kochi,36. bishop's house,3.2, 4 km  from city center , This Indo-Portuguese museum built in the year 1506 houses a collection of valuable artifacts from various churches under the Cochin diocese. The building was once the residence of the Portuguese Governor. ,house residence churches church shop museum,9.9622914,76.2398101,"Religious Sites, Historical and Architectural Marvels, Cultural",,  bishop's house 
Kochi,37. ernakulam mahadev temple,3.0, 5 km  from city center ," The Ernakulam Shiva temple is one of the major temples in Kerala. It is also called as Ernankulathapan temple, located in the heart of the city of Kochi. The temple dedicated to Lord Shiva and is considered a rare one as the deity faces the sea towards west. ",temples temple,9.9671586,76.2958134,"Religious Sites, Historical and Architectural Marvels, Cultural",,  ernakulam mahadev temple 
Kochi,38. fort kochi beach,, 5 km  from city center ," Situated along Fort Kochi in Kochi, Kerala, Fort Kochi Beach is a tranquil beach adjoining the Arabian Sea. Lined with a beautiful sidewalk, the beach also has a fort to boast of which is also a major tourist attraction of the spot. People usually visit it for routinely morning and evening walks or just to spend some quality time in solitude. ",beach pot fort,9.9637482,76.2374507,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",7229.0,  fort kochi beach 
Kochi,39.  veeranpuzha beach,, 12 km  from city center ," Veeranpuzha Beach is one of the popular beaches in Kochi. With beautiful blue waters and golden sandy shores, the beach is lined with green vegetation. The proximity of fishing villages from the beach ensures the activity of fisherfolks at work all day long at the shores. You can visit Veeranpuzha to watch the fishermen at work, or to have a glimpse of the laid back rural vibe, or to witness the beautiful sunset and sunrise, or just to soak in the natural environment. ",rural beach villa natural fishing fish,10.0706001,76.2150015,"Water Sports, Nature and Wildlife, Adventure",,   veeranpuzha beach  
Kochi,40. andhakaranazhi beach,, 25 km  from city center ," Located at a distance of 30 kms from Kochi, Andhakaranazhi Beach is an extension of the tiny village of Andhakaranazhi. The virgin beach is still noncommercialized and unexploited from tourism and a well-kept secret of the city. Also its distance from the city makes it a perfect serene spot from the pell-mell of the city. You can find fishermen at work and their huge nets strewn all over the shores. Visit this to experience nature in its raw form with immaculate sands, clean waters and beautiful coastline. ",beach pot raw villa fish,9.7468347,76.2843417,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1503.0, andhakaranazhi beach 
Kochi,41. puthenthode beach,, 11 km  from city center ," Located at a distance of 12 kms from Kochi in Chellanam, Puthenthode Beach is a relatively newly made beach. Slightly smaller in area than the other beaches with only half a km in length, it is popular for its peaceful vibe and calm environs.  ",beach,9.8694752,76.2629163,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",1244.0, puthenthode beach 
Kochi,42. puthuvype beach,, 8 km  from city center ," Puthuvype is a 3 kms long beach situated in Puthuvype near the lighthouse in Kochi, Kerala. One among the least explored beaches of Kochi, the highlight of the beach is also a lighthouse. Still unexploited by tourists, the beach is crowded by the fisherfolks at work. You can visit on a weekend for a perfect break from the city in peace and solitude. ",beach break house explore fish,9.9985977,76.2189046,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",3901.0,  puthuvype beach 
Kochi,43. kuzhupilly beach,, 19 km  from city center ," At a distance of 3.5 kms from Cherai Beach in Kochi, this one is remotely located and really well hidden even from the localites. Lined with huge rocks all along the shore, the place makes for a perfect romantic spot or even if you want to spend some time away from the hustle-bustle of the city. The drive to the beach is equally beautiful with two lakes flanked on the side of the narrow road. ",beach pot lakes lake,10.1052927,76.1880345,"Nature and Wildlife, Scenic, Beach Holidays",7792.0,  kuzhupilly beach 
Kochi,44. munambam beach,, 26 km  from city center ," Also known as Muziris Beach, Munambam Beach is situated 4 kms north of Cherai Beach. Covered in Chinese fishing nets of the village fisherfolks, the beach boasts of calm sands merging into the indigo waters of the Arabian Sea. The beach also has an adjacent playground for the kids. ",beach villa fishing fish,10.1771886,76.1655127,"Water Sports, Adventure, Offbeat and Eco-Tourism",3765.0,  munambam beach 
Kochi,45. indo portuguese museum,, 45 out of 50  places to visit in Kochi ," The Indo- Portuguese museums in Kochi is an attractive site to view old artefacts, architectural relics and antique pieces of the bygone era. It echoes the colonial past of Kerala and helps acquaint people with the things of social, cultural and political importance. The museum is thus, one of the favourite spots of tourists who visit this place. ",cultural architectural pot museums museum rite,9.9620603,76.2401286,"Cultural, Art and Culture, Historical and Architectural Marvels",1558.0, indo portuguese museum 
Kochi,46. kochi-muziris biennale,, 46 out of 50  places to visit in Kochi ," An international exhibition of contemporary art, the Kochi-Muziris Biennale started in 2012 as the lead occasion of the KMB Foundation with the support of the government of Kerala. Known as the most significant art exhibition of India, the Kochi Biennale is set around different areas of Kochi including galleries, heritage buildings, public parks, halls, and other spaces. A mix of Indian as well as international artists, all with very different experiences in art, come together to present their artworks in the form of films, paintings, photographs sculptures, sketches, fashion exhibits, music, dance, drama and many more. These exhibits are carefully curated by different professionals every year. ",sign rat painting sculpture music hall paint sculpt,9.968205,76.2466836,"Cultural Immersion, Cultural, Adventure and Trekking",,  kochi-muziris biennale 
Kochi,47. areekkal waterfalls,, 29 km  from city center ," Areekkal Waterfalls is situated in Kochi and is one of the very few falls situated in the region. Boasting of immaculate surroundings, verdant green woods and a picturesque setting, the silvery cascading water atop rocky cliffs is a visual delight and a popular tourist spot of the city. ",waterfall pot falls picture,9.9185168,76.5373147,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",3669.0,  areekkal waterfalls 
Kochi,48. vallarpadam,, 4 km  from city center ," Quietly nestled in the middle of the Vembanad Lake in Kochi, Vallarpadam is one part of the group of islands in the state of Kerala- the one one being Willington Island. Vallarpadam is hustled near the Port of Kochi, the island only has a meagre population of around 10000 people. Considered to be one of the most picturesque and scenic places in the region, the town is mostly famous for the Basilica of Our Lady of Ransom, known as the Vallarpadam Church. ",scenic picture island church lake,9.9948535,76.2531041,"Scenic, Adventure, Offbeat and Eco-Tourism",, vallarpadam 
Kochi,49. paniyeli poru,, 42 km  from city center ," Located in the Ernakulam region of Kerala, Paniyeli Poru is a distraction in the flow of the Periyar River due to rock formations. The bottleneck pressure results in a small waterfall like formation that has been developed into a tourist spot. ",waterfall pot river,10.1704677,76.592042,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",,  paniyeli poru 
Kochi,50. panangad,, 10 km  from city center , Panangad is a small suburban village in Kochi Kerala that is only 7.5 km from Vytilla Junction. The suburban hamlet lies on the outskirts of the city and is home to a lot of fisher folk. The village is mostly known for KUFOS- KKerala University of Fisheries and Ocean Studies which is the first Fisheries University in India that is headquartered here. ,urban villa lot ski fish,9.8997095,76.324163,"Adventure and Trekking, Adventure, Historic Sites",,  panangad 
Ahmedabad,1. sabarmati riverfront,, 2 km  from city center ," Sabarmati Riverfront is a waterfront developed on the banks of river Sabarmati in Ahmedabad. Started with an objective for sustainable development and environmental improvement, the pace has now become a major tourist attraction owing to its lush green promenades, beautiful parks and plazas and an all-around soothing ambience. ",river,23.0365221,72.5817471,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",, sabarmati riverfront 
Ahmedabad,2. dada hari wav,3.5, 4 km  from city center ," Built by a woman of Sultan Begara's harem in 1499AD, these step-wells were made as a retreat during hot summers. Waiting to be filled with rain water, no matter what the weather is, it is always cooler within the Step-wells. ",,23.0407432,72.6053451,Other,56.0,  dada hari wav 
Ahmedabad,3. statue of unity,, 179 km  from city center ," Statue of Unity is a memorial to The Iron Man of India, Sardar Vallabhbhai Patel. The Bronze statue stands 182 metres tall and is the 'Tallest statue in the World'. The statue of Unity is located in Gujrat, by the banks of River Narmada on the River Island of Sadhu Bet overlooking the Narmada Dam (Sardar Sarovar Dam) from 3.2 km away. ",memorial rat island river,23.0292024,72.5349514,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",, statue of unity 
Ahmedabad,4. swaminarayan temple,4.3, 24 km  from city center ," Located in the Kalupur area of Ahmedabad, Shri Swaminarayan Temple was built on the instructions of Swaminarayan, the founder of this sect of Hinduism. Green and yellow sculptures of various Hindu gods and goddesses, with their bodies fitted in opulent dresses and ornaments cover the structure of this nineteenth-century temple.   ",sculpture temple sculpt,23.0379912,72.5771713,"Adventure and Trekking, Adventure, Historic Sites",,  swaminarayan temple 
Ahmedabad,5. sabarmati ashram,4.2, 3 km  from city center ," Once the residence of Mahatma Gandhi and his wife Kasturba, this undoubtedly is the biggest tourist attraction situated in the suburb of Ahmedabad, Gujarat. Located on the tranquil and serene stretch of Sabarmati River it was also referred to as the 'Satyagraha Ashram' as Gandhi began the famous 'Dandi March' from here.



The museum is one of the most interesting sections of the ashram as it has on display some of Gandhi's personal letters and photographs ",ashram rat residence river museum,23.0606577,72.5803299,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",36049.0, sabarmati ashram 
Ahmedabad,6. rani ki vav,, 101 km  from city center ," Rani Ki Vav or 'Queen's Stepwell' is a distinctive form of water storage system located in the small town of Gujarat called Patan, on the banks of River Saraswati. The 900-year-old structure listed as a UNESCO World Heritage Site is displayed prominently in the newÂ â¹ 100 currency note issued by the Reserve Bank of India. ",rat reserve river,23.040655,72.605727,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",4678.0, rani ki vav 
Ahmedabad,7. adalaj step well,3.0, 14 km  from city center ," Adalaj Stepwell is a magnificent structure built brilliantly to curb water crisis in and around Adalaj Village. The stepwell is located at a distance of 3 to 4 kilometres to the south-west of Gandhinagar, the capital city of Gujarat. The Adalaj Stepwell was built in 1498 and is one of the many step wells built in India to provide access to groundwater. The entire architecture is an excellent illustration of the intelligence of the engineers and architects India had even at that time. Walk in, and you will witness a sudden yet soothing drop in temperature. Breathe in the tranquillity, absorb the beauty of the intricate carvings, make a silent wish and rest for a while before you proceed with your plan for the day. ",rat villa carving,23.1667825,72.580464,"Beach Holidays, Offbeat and Eco-Tourism, Scenic",26113.0, adalaj step well 
Ahmedabad,8. kankaria lake,4.2, 5 km  from city center ," One of the biggest lakes in Ahmadabad, this is a total magnet for tourists and locals alike due to its complete entertainment facilities - toy train, kids' city, balloon ride, water park, food stalls.



Also famous for its Kankaria Carnival which is full of week-long fun and festivities held in the last week of December, it is an entertainment, fun and cultural hub. The lake and surroundings have been recently revamped and all its subparts (zoo, balvatika,etc.) are enhanced. ",entertainment cultural food lakes carnival lake,23.0062151,72.6011873,"Entertainment, Culinary Experiences, Food",15914.0, kankaria lake 
Ahmedabad,9. manek chawk,3.7, 3 km  from city center ," Manek Chowk is a notable city square in Old Ahmedabad which is a vegetable market in the morning, a bullion market in the noon and the street food market at night. It is most famous, however, for its food stalls that start to emerge around 8 in the evening, with various local street snacks and goodies.Â  ",food,23.0231887,72.5879093,"Culinary Experiences, Food, Beach Holidays",289.0, manek chawk 
